Model,Metric,dataset,Data,Intercept,Mtry,Ncomp,C,Mean_Degree,Mean_Scale,Mean_Sigma,Mean_Performance,Std_Dev_Performance,Range_Performance,N,Splitting
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,59.248000000000005,NA,NA,NA,0.7209227889132533,0.07281193537591435,0.27594303157316447,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,60.543,NA,NA,NA,0.7209219978066802,0.07282922717811269,0.2740666262231739,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,64.512,NA,NA,NA,0.7207722531454137,0.07376219400653197,0.2748479369636745,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,50.575,NA,NA,NA,0.7205819397191522,0.07141468502254744,0.2718057285272141,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,89.383,NA,NA,NA,0.7204629562225955,0.0724041692108629,0.28123696957830613,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,63.175000000000004,NA,NA,NA,0.7204617438193385,0.0738097672223636,0.27672434231366516,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,49.392,NA,NA,NA,0.7204593421755477,0.07121502555636174,0.2695848050906273,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,67.228,NA,NA,NA,0.7201534556602133,0.07345812063193494,0.27601067202197027,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,77.175,NA,NA,NA,0.7200973447792137,0.07415588116172502,0.28003113829659754,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,78.652,NA,NA,NA,0.7200522050836217,0.07502770309444261,0.28039411848810425,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,47.068,NA,NA,NA,0.7200402247889472,0.07015179328222626,0.2595260142801784,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,48.223,NA,NA,NA,0.720001113489542,0.07037812685861905,0.26227294589911465,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,68.607,NA,NA,NA,0.7199928227500985,0.0737486019783138,0.2780470463239405,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,70,NA,NA,NA,0.7196857680269485,0.0739023832529301,0.27978195381617277,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,45.927,NA,NA,NA,0.7195712902466955,0.07034852648096232,0.26161161187259885,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,81.648,NA,NA,NA,0.7195479868839294,0.07522591880740707,0.28176299573927766,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,71.407,NA,NA,NA,0.7194355205755641,0.07413764450943391,0.27912674685669425,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,83.167,NA,NA,NA,0.7193664756078951,0.07499404838827581,0.2818890995202997,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,72.828,NA,NA,NA,0.7193142790198788,0.07465990534836779,0.28061557385391944,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,105.903,NA,NA,NA,0.7193060624635365,0.0742900149948495,0.2844976372668956,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,80.143,NA,NA,NA,0.719242433731473,0.07455428049533588,0.28059099367128293,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,44.800000000000004,NA,NA,NA,0.7190787906740481,0.07088564811787798,0.26293123886538927,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,75.712,NA,NA,NA,0.7189686161608231,0.07523292424724684,0.2805817446402058,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,84.7,NA,NA,NA,0.7189677806345165,0.07560694908165225,0.2813046459843559,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,74.263,NA,NA,NA,0.718945116716573,0.07479817908698021,0.2806986353473945,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,86.247,NA,NA,NA,0.7188684117392914,0.07586350946246602,0.2823782014714502,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,87.808,NA,NA,NA,0.7183964664235949,0.0751325963030752,0.2822028654106672,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,43.687,NA,NA,NA,0.7183633440323979,0.07077852413220904,0.26021194646795287,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,90.97200000000001,NA,NA,NA,0.7181080444169532,0.07531969675220677,0.27859769761410347,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,97.468,NA,NA,NA,0.7180342248776546,0.07591349414990403,0.2823751244539653,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,42.588,NA,NA,NA,0.7180054667116629,0.07060810804246542,0.2567944048234906,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,107.632,NA,NA,NA,0.7179600326050753,0.07692649409775026,0.28211363190360017,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,118.3,NA,NA,NA,0.7179130805719283,0.07560410485919665,0.28680777623192744,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,92.575,NA,NA,NA,0.7178809402495919,0.07561182512548166,0.28153536835987014,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,95.82300000000001,NA,NA,NA,0.7177778024631797,0.07596298399370038,0.2813508012466318,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,99.127,NA,NA,NA,0.71776063823867,0.07681246195477236,0.28390702969598147,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,94.19200000000001,NA,NA,NA,0.7176793039651379,0.07565435612242805,0.2805325662963104,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,114.688,NA,NA,NA,0.7173637160494051,0.07653037467352487,0.28594030900184475,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,112.903,NA,NA,NA,0.7172014919316205,0.0770628920795307,0.2861556373006229,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,41.503,NA,NA,NA,0.7171485301553084,0.07108790499878939,0.2540351651346141,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,125.69200000000001,NA,NA,NA,0.7171298261223411,0.07588930616727917,0.2841838264299733,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,24.367,NA,NA,NA,0.7170796417332586,0.08000110716902219,0.2813690565973902,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,137.20000000000002,NA,NA,NA,0.7170163891763013,0.07760276871681307,0.29111431523955655,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,111.132,NA,NA,NA,0.7169986868059295,0.07686131794904603,0.2834547980187859,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,22.743000000000002,NA,NA,NA,0.7169835231504773,0.07984606099179363,0.27625968570548676,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,100.8,NA,NA,NA,0.7169599863882613,0.07697085803884378,0.2853128131783539,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,20.412,NA,NA,NA,0.7168719458250048,0.08082128997177164,0.27862834193860064,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,104.188,NA,NA,NA,0.7168608504035,0.07740672249574992,0.2874937533662566,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,129.472,NA,NA,NA,0.7167671957852416,0.07576819198760289,0.28585104852684506,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,40.432,NA,NA,NA,0.7167487024580662,0.07155956306912203,0.2559084754884977,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,131.383,NA,NA,NA,0.7167078027250524,0.07619700394555685,0.28474058680855163,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,21.952,NA,NA,NA,0.7167063929996027,0.08040959575768235,0.276816464062687,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,102.48700000000001,NA,NA,NA,0.7166621595504085,0.07680293843712269,0.28339946563992047,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,109.375,NA,NA,NA,0.7166263860574094,0.07612502555170203,0.28330717309399045,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,123.82300000000001,NA,NA,NA,0.7165639176492604,0.07644056809463498,0.28617104935598126,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,23.548000000000002,NA,NA,NA,0.7164930765657586,0.07997558322424575,0.2818427554824935,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,21.175,NA,NA,NA,0.7164712481845404,0.08115560664898408,0.2815997879622155,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,39.375,NA,NA,NA,0.7163746751010406,0.07144238110247207,0.25533634800111604,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,19.663,NA,NA,NA,0.7162712102627997,0.08139332498912648,0.2767581086022023,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,121.968,NA,NA,NA,0.7161932659278695,0.07628809934419381,0.28810282304208124,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,116.48700000000001,NA,NA,NA,0.7161407036320031,0.0764401141584413,0.28555579867725367,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,38.332,NA,NA,NA,0.7160469236896159,0.07121676057868054,0.2541674319399173,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,25.2,NA,NA,NA,0.7158992878027532,0.08005974652142767,0.283165450503458,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,133.308,NA,NA,NA,0.7158737041596708,0.07620672311908593,0.2842114836300951,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,139.167,NA,NA,NA,0.7157515763687722,0.07720470952816774,0.28969925575817435,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,18.928,NA,NA,NA,0.7157242538184099,0.08149569375540429,0.275945991729607,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,127.575,NA,NA,NA,0.7156052584778211,0.07582748872832666,0.28640786284128905,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,135.247,NA,NA,NA,0.7155934973012252,0.0774602267468864,0.2898007523886267,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,26.047,NA,NA,NA,0.7155776256178953,0.08005834161336281,0.28299009646405293,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,18.207,NA,NA,NA,0.7155219028315629,0.0815590040995405,0.2764812489430336,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,28.672,NA,NA,NA,0.7155115841271084,0.0810475914951962,0.27729935804300165,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,26.908,NA,NA,NA,0.7154896094783096,0.08064279506794104,0.2823072143258307,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,37.303,NA,NA,NA,0.7154251297980654,0.07127225091968863,0.2509683225796513,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,16.807,NA,NA,NA,0.7153932893710783,0.08206158588194401,0.2767273024701076,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,27.783,NA,NA,NA,0.7153750308444696,0.07999908548046544,0.27444165379460295,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,120.12700000000001,NA,NA,NA,0.7153523762368675,0.07681139879356971,0.28619255252113285,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,17.5,NA,NA,NA,0.7152931747297135,0.08153505401309712,0.27802233130163945,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,16.128,NA,NA,NA,0.7152913094519381,0.08232748998001187,0.2816182860243699,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,15.463000000000001,NA,NA,NA,0.7152263155704178,0.08189271682101865,0.27668116518645347,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,35.287,NA,NA,NA,0.7151967086682472,0.07131236766364793,0.25418897106231275,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,36.288000000000004,NA,NA,NA,0.7151937579767097,0.07121342005634211,0.25246328563322473,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,14.812000000000001,NA,NA,NA,0.7147087623692882,0.08160971493703327,0.2776993523374387,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,34.300000000000004,NA,NA,NA,0.7147085033291133,0.07184418591281133,0.25765876806815524,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,29.575,NA,NA,NA,0.7145783590189554,0.08124983294433684,0.278283715980273,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,32.368,NA,NA,NA,0.714523188916331,0.08199236978249402,0.2788805225327121,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,34.300000000000004,NA,NA,NA,0.7144451079924302,0.0820085266175536,0.2752015332844395,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,33.327,NA,NA,NA,0.714394044083761,0.08217658755765943,0.27603208529401224,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,1.575,NA,NA,NA,0.7143851466959026,0.07785693623379814,0.25458987649826104,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,1.372,NA,NA,NA,0.7142753962837586,0.07786691369426721,0.25106303475103253,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,30.492,NA,NA,NA,0.7142057023834512,0.08131106792565591,0.2783114181269496,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,33.327,NA,NA,NA,0.7141840141260173,0.07227650816368726,0.26009193379672424,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,31.423000000000002,NA,NA,NA,0.7141075267256869,0.08210907380953901,0.27659186875420994,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,35.287,NA,NA,NA,0.7140352848050964,0.0827774558760963,0.27483239905796275,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,36.288000000000004,NA,NA,NA,0.7138211163997479,0.08284464807829703,0.27496157985646996,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,14.175,NA,NA,NA,0.7137539161986335,0.0820607077471702,0.2803509323715817,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,37.303,NA,NA,NA,0.7137268067814516,0.08328916943727015,0.2815382026659594,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,32.368,NA,NA,NA,0.7136507143836087,0.0728526445309921,0.26079327803985686,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,1.792,NA,NA,NA,0.7135422702243123,0.08067422811055605,0.27231574933830394,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,13.552,NA,NA,NA,0.7135231752187029,0.08174912574513685,0.28267647440266097,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,12.943,NA,NA,NA,0.7134360071605506,0.08098147810229747,0.27884372417324454,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,1.183,NA,NA,NA,0.713396933985799,0.07808328733495856,0.24967893539236496,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,38.332,NA,NA,NA,0.7133658587583804,0.08424790139110862,0.2892345182461974,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.023,NA,NA,NA,0.7133410239970726,0.08276739846041109,0.2809163934332687,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.2680000000000002,NA,NA,NA,0.7133376279087181,0.08641470077967203,0.29845931146783933,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,40.432,NA,NA,NA,0.7133057643304321,0.08405204698887232,0.2803107783259895,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,39.375,NA,NA,NA,0.7132726159896354,0.08428768998873457,0.283153088497652,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,12.348,NA,NA,NA,0.7131830356667026,0.08066403539429605,0.2777148003500408,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,41.503,NA,NA,NA,0.7129368906934402,0.08417548093285757,0.28235636570179323,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,1.008,NA,NA,NA,0.7128994431571521,0.0784420154225163,0.25157996587154696,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,31.423000000000002,NA,NA,NA,0.7128366171896457,0.07318257052754261,0.26079940510689403,20,Genotype
SVMP,Spearman_R,sq_training,Spectra,NA,NA,NA,116.48700000000001,1,0.1,NA,0.7126659900509479,0.08016947602144318,0.27566307691788894,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,11.767,NA,NA,NA,0.7126417201695341,0.08026886674714998,0.27621677825760405,20,Genotype
SVMP,Spearman_R,sq_training,Spectra,NA,NA,NA,118.3,1,0.1,NA,0.7126363486850653,0.08031158209335733,0.27621677825760405,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,30.492,NA,NA,NA,0.7125398961809848,0.07366811600627561,0.26271578471625767,20,Genotype
SVMP,Spearman_R,sq_training,Spectra,NA,NA,NA,114.688,1,0.1,NA,0.7125039845541088,0.08014783954526511,0.27408505237084035,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,114.688,1,0.1,NA,0.712329667466912,0.07774841198023494,0.22990296563748647,20,Genotype
SVML,Spearman_R,max_training,Spectra,NA,NA,NA,11.200000000000001,NA,NA,NA,0.7122363034057811,0.0776490850750884,0.23128721898677418,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,112.903,1,0.1,NA,0.7122337647404597,0.07777952855064629,0.22990296563748647,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,11.200000000000001,NA,NA,NA,0.7122131364918063,0.07993912298736391,0.27489097026191056,20,Genotype
PCR,Spearman_R,sq_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7122047476089751,0.07590661121529038,0.25280763292291286,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,127.575,1,0.1,NA,0.7121205202924838,0.07932081045527499,0.2371933036852255,20,Genotype
PCR,Spearman_R,sq_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7121101448675828,0.07649938149671956,0.2570526765273954,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,111.132,1,0.1,NA,0.7121094728913069,0.07747526954544436,0.23068738036340497,20,Genotype
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.527,NA,NA,NA,0.7120741821342157,0.08704574068217255,0.29946211353139907,20,Genotype
SVML,Spearman_R,max_training,Spectra,NA,NA,NA,12.943,NA,NA,NA,0.7120527508018358,0.07978525880979546,0.23951577768813048,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,125.69200000000001,1,0.1,NA,0.7120267354193637,0.07918334020953814,0.23504926972852147,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,129.472,1,0.1,NA,0.7120151574585386,0.07989150274151972,0.24075543818355283,20,Genotype
SVMP,Spearman_R,sq_training,Spectra,NA,NA,NA,112.903,1,0.1,NA,0.7119742289313408,0.07996514661985799,0.2738174057855052,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,131.383,1,0.1,NA,0.7119672173220198,0.08025393945517924,0.24679993473296657,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,116.48700000000001,1,0.1,NA,0.7119622656996489,0.0781596782554819,0.22931851210154264,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,42.588,NA,NA,NA,0.7119513107468296,0.0849741976301639,0.2871304405702445,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,47.068,NA,NA,NA,0.7119387185527497,0.0858125089243754,0.29148928887511993,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,50.575,NA,NA,NA,0.7119346404439058,0.08559934205635411,0.2881363376299113,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,109.375,1,0.1,NA,0.7119046523969353,0.07731661798070355,0.2288417092310212,20,Genotype
SVMP,Spearman_R,sq_training,Spectra,NA,NA,NA,104.188,1,0.1,NA,0.7119041393091732,0.08106167743623839,0.2820920927812046,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,120.12700000000001,1,0.1,NA,0.7119002285915756,0.07904468817369892,0.2312318236827321,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,118.3,1,0.1,NA,0.7118840831515567,0.07889086722845838,0.23037052846624162,20,Genotype
SVML,Spearman_R,max_training,Spectra,NA,NA,NA,11.767,NA,NA,NA,0.7118779548677426,0.07838227804016186,0.2301244389819237,20,Genotype
SVMP,Spearman_R,max_training,Spectra,NA,NA,NA,123.82300000000001,1,0.1,NA,0.7118751126071359,0.07974618780516698,0.2340802968786755,20,Genotype
SVML,Spearman_R,max_training,Spectra,NA,NA,NA,12.348,NA,NA,NA,0.7118566809447447,0.07965538201325054,0.23358811791003986,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,52.983000000000004,NA,NA,NA,0.7118227442390271,0.0852653037926276,0.28554939294157666,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,29.575,NA,NA,NA,0.7117796734626404,0.07347626031059362,0.26216515140471675,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,54.208,NA,NA,NA,0.7117683173258516,0.08479165254106524,0.2832423130154079,20,Genotype
SVML,Spearman_R,max_training,Spectra,NA,NA,NA,14.175,NA,NA,NA,0.7117630642276561,0.0813817123893957,0.24935922222117934,20,Genotype
SVML,Spearman_R,sq_training,Spectra,NA,NA,NA,55.447,NA,NA,NA,0.7117541717112223,0.08465141732305927,0.2809690802815751,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.711728220079184,0.07691771708795236,0.24867354173411182,20,Genotype
SVMP,Spearman_R,sq_training,Spectra,NA,NA,NA,107.632,1,0.1,NA,0.7117197442729499,0.0799144428050011,0.2750478621964054,20,Genotype
